"Stadium","Year","Spectator Count","Duration of Game","Stadium Capacity","Capacity Percentage"
"Guaranteed Rate Field",2024,21055,202,40615,51.84
"Guaranteed Rate Field",2023,18261,170,40615,44.96
"Guaranteed Rate Field",2023,20229,152,40615,49.81
"Guaranteed Rate Field",2021,25600,195,40615,63.03
"Guaranteed Rate Field",2022,20050,236,40615,49.37
"Guaranteed Rate Field",2023,20588,187,40615,50.69
"Guaranteed Rate Field",2023,18347,153,40615,45.17
"Guaranteed Rate Field",2021,14438,206,40615,35.55
"Guaranteed Rate Field",2024,15288,156,40615,37.64
"Guaranteed Rate Field",2024,11138,135,40615,27.42
"Guaranteed Rate Field",2023,13094,164,40615,32.24
"Guaranteed Rate Field",2023,20329,126,40615,50.05
"Guaranteed Rate Field",2024,18627,169,40615,45.86
"Guaranteed Rate Field",2022,13391,181,40615,32.97
"Guaranteed Rate Field",2023,34784,156,40615,85.64
"Guaranteed Rate Field",2023,14650,217,40615,36.07
"Guaranteed Rate Field",2023,11900,137,40615,29.3
"Guaranteed Rate Field",2023,21186,142,40615,52.16
"Guaranteed Rate Field",2024,21478,182,40615,52.88
"Guaranteed Rate Field",2022,20529,263,40615,50.55
"Guaranteed Rate Field",2023,15105,163,40615,37.19
"Guaranteed Rate Field",2022,33549,184,40615,82.6
"Guaranteed Rate Field",2021,16803,184,40615,41.37
"Guaranteed Rate Field",2024,15568,159,40615,38.33
"Guaranteed Rate Field",2021,18024,166,40615,44.38
"Guaranteed Rate Field",2022,30028,162,40615,73.93
"Guaranteed Rate Field",2024,14993,160,40615,36.91
"Guaranteed Rate Field",2023,12241,153,40615,30.14
"Guaranteed Rate Field",2023,23242,157,40615,57.23
"Guaranteed Rate Field",2024,26152,136,40615,64.39
"Guaranteed Rate Field",2023,21906,168,40615,53.94
"Guaranteed Rate Field",2021,19231,179,40615,47.35
"Guaranteed Rate Field",2021,7049,197,40615,17.36
"Guaranteed Rate Field",2021,8188,211,40615,20.16
"Guaranteed Rate Field",2023,23522,136,40615,57.91
"Guaranteed Rate Field",2021,19259,162,40615,47.42
"Guaranteed Rate Field",2024,33420,123,40615,82.28
"Guaranteed Rate Field",2024,24012,173,40615,59.12
"Guaranteed Rate Field",2021,12761,214,40615,31.42
"Guaranteed Rate Field",2023,14339,175,40615,35.3
"Guaranteed Rate Field",2021,19369,164,40615,47.69
"Guaranteed Rate Field",2021,23853,177,40615,58.73
"Guaranteed Rate Field",2021,14791,199,40615,36.42
"Guaranteed Rate Field",2021,20098,204,40615,49.48
"Guaranteed Rate Field",2021,26505,192,40615,65.26
"Guaranteed Rate Field",2023,32607,163,40615,80.28
"Guaranteed Rate Field",2023,21508,165,40615,52.96
"Guaranteed Rate Field",2024,11599,151,40615,28.56
"Guaranteed Rate Field",2021,7393,185,40615,18.2
"Guaranteed Rate Field",2024,26513,140,40615,65.28
"Guaranteed Rate Field",2021,7102,182,40615,17.49
"Guaranteed Rate Field",2023,28096,141,40615,69.18
"Guaranteed Rate Field",2023,20491,184,40615,50.45
"Guaranteed Rate Field",2024,12300,141,40615,30.28
"Guaranteed Rate Field",2023,13247,161,40615,32.62
"Guaranteed Rate Field",2024,12179,169,40615,29.99
"Guaranteed Rate Field",2021,8574,148,40615,21.11
"Guaranteed Rate Field",2024,15843,189,40615,39.01
"Guaranteed Rate Field",2024,22675,179,40615,55.83
"Guaranteed Rate Field",2021,30017,197,40615,73.91
"Guaranteed Rate Field",2023,23377,165,40615,57.56
"Guaranteed Rate Field",2022,16025,163,40615,39.46
"Guaranteed Rate Field",2024,28176,185,40615,69.37
"Guaranteed Rate Field",2023,22246,171,40615,54.77
"Guaranteed Rate Field",2024,15360,138,40615,37.82
"Guaranteed Rate Field",2024,12246,157,40615,30.15
"Guaranteed Rate Field",2022,24884,172,40615,61.27
"Guaranteed Rate Field",2022,32305,201,40615,79.54
"Guaranteed Rate Field",2021,9445,190,40615,23.25
"Guaranteed Rate Field",2022,29282,168,40615,72.1
"Guaranteed Rate Field",2024,12656,134,40615,31.16
"Guaranteed Rate Field",2023,15980,169,40615,39.35
"Guaranteed Rate Field",2024,11252,180,40615,27.7
"Guaranteed Rate Field",2022,24407,233,40615,60.09
"Guaranteed Rate Field",2021,19221,177,40615,47.32
"Guaranteed Rate Field",2022,22431,191,40615,55.23
"Guaranteed Rate Field",2024,20170,147,40615,49.66
"Guaranteed Rate Field",2022,31379,200,40615,77.26
"Guaranteed Rate Field",2023,20888,157,40615,51.43
"Guaranteed Rate Field",2021,21848,201,40615,53.79
"Guaranteed Rate Field",2024,22598,149,40615,55.64
"Guaranteed Rate Field",2024,11337,163,40615,27.91
"Guaranteed Rate Field",2021,27098,196,40615,66.72
"Guaranteed Rate Field",2021,25242,169,40615,62.15
"Guaranteed Rate Field",2023,27569,177,40615,67.88
"Guaranteed Rate Field",2023,30118,146,40615,74.15
"Guaranteed Rate Field",2022,22606,151,40615,55.66
"Guaranteed Rate Field",2023,18941,178,40615,46.64
"Guaranteed Rate Field",2022,25837,212,40615,63.61
"Kauffman Stadium",2022,14508,178,37903,38.28
"Kauffman Stadium",2024,10536,157,37903,27.8
"Kauffman Stadium",2022,17650,175,37903,46.57
"Kauffman Stadium",2022,12441,185,37903,32.82
"Kauffman Stadium",2023,29549,196,37903,77.96
"Kauffman Stadium",2024,18351,142,37903,48.42
"Kauffman Stadium",2022,8971,217,37903,23.67
"Kauffman Stadium",2023,20500,207,37903,54.09
"Kauffman Stadium",2022,12951,154,37903,34.17
"Kauffman Stadium",2024,24189,128,37903,63.82
"Kauffman Stadium",2022,19022,182,37903,50.19
"Kauffman Stadium",2022,16720,138,37903,44.11
"Kauffman Stadium",2024,21993,158,37903,58.02
"Kauffman Stadium",2024,14094,143,37903,37.18
"Kauffman Stadium",2021,24616,203,37903,64.94
"Kauffman Stadium",2021,6919,220,37903,18.25
"Kauffman Stadium",2024,29160,134,37903,76.93
"Kauffman Stadium",2021,14046,179,37903,37.06
"Kauffman Stadium",2021,13706,186,37903,36.16
"Kauffman Stadium",2021,9155,266,37903,24.15
"Kauffman Stadium",2022,17024,190,37903,44.91
"Kauffman Stadium",2022,24820,163,37903,65.48
"Kauffman Stadium",2024,24839,161,37903,65.53
"Kauffman Stadium",2021,18218,183,37903,48.06
"Kauffman Stadium",2022,15594,197,37903,41.14
"Kauffman Stadium",2024,16550,154,37903,43.66
"Kauffman Stadium",2022,13150,131,37903,34.69
"Kauffman Stadium",2024,20087,166,37903,53
"Kauffman Stadium",2023,10388,160,37903,27.41
"Kauffman Stadium",2022,16479,217,37903,43.48
"Kauffman Stadium",2021,14210,197,37903,37.49
"Kauffman Stadium",2024,14813,168,37903,39.08
"Kauffman Stadium",2023,16931,150,37903,44.67
"Kauffman Stadium",2024,24038,142,37903,63.42
"Kauffman Stadium",2022,16460,178,37903,43.43
"Kauffman Stadium",2024,14657,152,37903,38.67
"Kauffman Stadium",2024,20691,162,37903,54.59
"Kauffman Stadium",2022,19611,164,37903,51.74
"Kauffman Stadium",2022,17103,169,37903,45.12
"Kauffman Stadium",2024,16275,160,37903,42.94
"Kauffman Stadium",2021,24912,170,37903,65.73
"Kauffman Stadium",2024,36799,165,37903,97.09
"Kauffman Stadium",2024,24153,157,37903,63.72
"Kauffman Stadium",2024,25178,173,37903,66.43
"Kauffman Stadium",2022,18481,169,37903,48.76
"Kauffman Stadium",2022,21246,224,37903,56.05
"Kauffman Stadium",2023,11926,134,37903,31.46
"Kauffman Stadium",2024,15004,156,37903,39.59
"Kauffman Stadium",2024,23340,131,37903,61.58
"Kauffman Stadium",2022,10003,186,37903,26.39
"Kauffman Stadium",2024,19484,136,37903,51.4
"Kauffman Stadium",2022,20668,178,37903,54.53
"Kauffman Stadium",2021,17080,199,37903,45.06
"Kauffman Stadium",2024,21875,153,37903,57.71
"Kauffman Stadium",2024,22437,158,37903,59.2
"Kauffman Stadium",2022,15929,158,37903,42.03
"Kauffman Stadium",2022,13504,191,37903,35.63
"Kauffman Stadium",2021,15350,191,37903,40.5
"Kauffman Stadium",2021,35784,205,37903,94.41
"Kauffman Stadium",2021,13748,202,37903,36.27
"Kauffman Stadium",2024,16865,147,37903,44.5
"Kauffman Stadium",2023,15311,145,37903,40.4
"Kauffman Stadium",2022,15037,222,37903,39.67
"Kauffman Stadium",2021,22612,196,37903,59.66
"Kauffman Stadium",2021,9748,165,37903,25.72
"Kauffman Stadium",2023,11478,127,37903,30.28
"Kauffman Stadium",2023,15785,187,37903,41.65
"Kauffman Stadium",2023,19557,183,37903,51.6
"Kauffman Stadium",2023,22040,141,37903,58.15
"Kauffman Stadium",2022,29689,185,37903,78.33
"Kauffman Stadium",2022,13615,149,37903,35.92
"Kauffman Stadium",2023,10592,145,37903,27.95
"Kauffman Stadium",2024,27545,130,37903,72.67
"Kauffman Stadium",2023,38351,152,37903,101.18
"Kauffman Stadium",2024,15463,131,37903,40.8
"Kauffman Stadium",2023,12162,160,37903,32.09
"Kauffman Stadium",2021,18800,216,37903,49.6
"Kauffman Stadium",2024,25132,166,37903,66.31
"Kauffman Stadium",2024,10005,147,37903,26.4
"Kauffman Stadium",2023,19058,160,37903,50.28
"Kauffman Stadium",2024,26002,170,37903,68.6
"Kauffman Stadium",2023,10401,150,37903,27.44
"Kauffman Stadium",2023,11258,122,37903,29.7
"Kauffman Stadium",2024,36351,135,37903,95.91
"Kauffman Stadium",2024,15931,167,37903,42.03
"Kauffman Stadium",2022,9168,190,37903,24.19
"Kauffman Stadium",2023,11898,176,37903,31.39
"Kauffman Stadium",2021,11910,212,37903,31.42
"Kauffman Stadium",2022,20834,204,37903,54.97
"Kauffman Stadium",2024,26693,145,37903,70.42
"Kauffman Stadium",2024,30006,181,37903,79.17
"Kauffman Stadium",2022,28459,169,37903,75.08
"Kauffman Stadium",2021,31824,198,37903,83.96
"Kauffman Stadium",2023,11610,136,37903,30.63
"Kauffman Stadium",2021,14226,208,37903,37.53
"Kauffman Stadium",2022,23965,188,37903,63.23
"Kauffman Stadium",2022,16616,183,37903,43.84
"Kauffman Stadium",2022,8969,149,37903,23.66
"Kauffman Stadium",2023,37016,161,37903,97.66
"Kauffman Stadium",2021,21574,157,37903,56.92
"Kauffman Stadium",2022,19136,164,37903,50.49
"Kauffman Stadium",2024,18193,161,37903,48
"Kauffman Stadium",2023,10395,150,37903,27.43
"Kauffman Stadium",2024,10282,158,37903,27.13
"Kauffman Stadium",2023,12740,141,37903,33.61
"Kauffman Stadium",2021,8889,173,37903,23.45
"Kauffman Stadium",2023,15878,192,37903,41.89
"Kauffman Stadium",2021,27292,183,37903,72
"Kauffman Stadium",2022,8471,216,37903,22.35
"Kauffman Stadium",2023,9814,175,37903,25.89
"Kauffman Stadium",2024,23268,163,37903,61.39
"Kauffman Stadium",2024,19461,161,37903,51.34
"Kauffman Stadium",2022,15134,183,37903,39.93
"Kauffman Stadium",2024,24189,134,37903,63.82
"Kauffman Stadium",2023,11068,122,37903,29.2
"Kauffman Stadium",2023,12414,167,37903,32.75
"Kauffman Stadium",2024,15091,133,37903,39.81
"Kauffman Stadium",2024,16817,132,37903,44.37
"Kauffman Stadium",2023,20186,142,37903,53.26
"Kauffman Stadium",2021,16872,184,37903,44.51
"Kauffman Stadium",2024,17073,162,37903,45.04
"Kauffman Stadium",2022,24333,192,37903,64.2
"Kauffman Stadium",2024,10004,143,37903,26.39
"Kauffman Stadium",2024,16279,156,37903,42.95
"Kauffman Stadium",2022,19593,171,37903,51.69
"Kauffman Stadium",2021,4481,215,37903,11.82
"Kauffman Stadium",2024,25491,164,37903,67.25
"Kauffman Stadium",2021,9298,168,37903,24.53
"Kauffman Stadium",2024,9740,93,37903,25.7
"Kauffman Stadium",2021,10254,239,37903,27.05
"Kauffman Stadium",2021,10516,216,37903,27.74
"Kauffman Stadium",2022,14949,180,37903,39.44
"Kauffman Stadium",2023,16633,138,37903,43.88
"Kauffman Stadium",2022,13282,168,37903,35.04
"Kauffman Stadium",2024,34066,176,37903,89.88
"Kauffman Stadium",2024,22226,128,37903,58.64
"Kauffman Stadium",2023,11046,157,37903,29.14
"Kauffman Stadium",2022,18788,167,37903,49.57
"Kauffman Stadium",2023,12123,152,37903,31.98
"Kauffman Stadium",2021,20085,207,37903,52.99
"Kauffman Stadium",2021,12278,169,37903,32.39
"Kauffman Stadium",2021,22321,172,37903,58.89
"Kauffman Stadium",2021,6404,177,37903,16.9
"Kauffman Stadium",2021,9884,228,37903,26.08
"Kauffman Stadium",2021,12703,142,37903,33.51
"Kauffman Stadium",2024,21386,171,37903,56.42
"Kauffman Stadium",2023,10487,184,37903,27.67
"Kauffman Stadium",2021,20726,215,37903,54.68
"Kauffman Stadium",2023,11233,160,37903,29.64
"Kauffman Stadium",2022,16202,180,37903,42.75
"Kauffman Stadium",2022,10889,170,37903,28.73
"Kauffman Stadium",2023,18448,148,37903,48.67
"Kauffman Stadium",2024,20926,185,37903,55.21
"Kauffman Stadium",2023,22006,177,37903,58.06
"Kauffman Stadium",2023,20662,144,37903,54.51
"Kauffman Stadium",2024,38775,149,37903,102.3
"Kauffman Stadium",2024,20035,143,37903,52.86
"Kauffman Stadium",2024,22117,162,37903,58.35
"Kauffman Stadium",2022,25077,142,37903,66.16
"Kauffman Stadium",2023,10362,119,37903,27.34
"Kauffman Stadium",2024,11373,153,37903,30.01
"Kauffman Stadium",2021,23763,181,37903,62.69
"Kauffman Stadium",2022,11511,197,37903,30.37
"Kauffman Stadium",2021,18477,292,37903,48.75
"Kauffman Stadium",2024,16119,143,37903,42.53
"Kauffman Stadium",2021,12102,209,37903,31.93
"Kauffman Stadium",2022,12427,209,37903,32.79
"Kauffman Stadium",2023,15428,144,37903,40.7
"Kauffman Stadium",2024,12986,160,37903,34.26
"Kauffman Stadium",2023,14229,202,37903,37.54
"Kauffman Stadium",2021,9048,130,37903,23.87
"Kauffman Stadium",2022,17893,174,37903,47.21
"Kauffman Stadium",2021,11072,182,37903,29.21
"Kauffman Stadium",2024,14031,139,37903,37.02
"Kauffman Stadium",2021,11288,184,37903,29.78
"Kauffman Stadium",2021,18317,184,37903,48.33
"Kauffman Stadium",2021,12384,156,37903,32.67
"Kauffman Stadium",2023,19440,156,37903,51.29
"Kauffman Stadium",2023,11091,169,37903,29.26
"Kauffman Stadium",2022,12700,174,37903,33.51
"Kauffman Stadium",2022,10531,179,37903,27.78
"Kauffman Stadium",2023,20643,193,37903,54.46
"Kauffman Stadium",2024,31784,159,37903,83.86
"Kauffman Stadium",2023,10875,159,37903,28.69
"Kauffman Stadium",2021,11327,197,37903,29.88
"Kauffman Stadium",2021,11542,174,37903,30.45
"Kauffman Stadium",2021,14709,180,37903,38.81
"Kauffman Stadium",2021,14293,210,37903,37.71
"Kauffman Stadium",2021,17158,190,37903,45.27
"Kauffman Stadium",2024,20613,152,37903,54.38
"Kauffman Stadium",2024,30612,135,37903,80.76
"Kauffman Stadium",2022,12876,190,37903,33.97
"Kauffman Stadium",2022,12584,240,37903,33.2
"Kauffman Stadium",2021,11729,208,37903,30.94
"Kauffman Stadium",2022,18970,184,37903,50.05
"Kauffman Stadium",2023,13731,160,37903,36.23
"Kauffman Stadium",2023,23482,161,37903,61.95
"Kauffman Stadium",2021,6814,190,37903,17.98
"Kauffman Stadium",2021,14298,155,37903,37.72
"Kauffman Stadium",2022,15103,189,37903,39.85
"Kauffman Stadium",2023,16140,196,37903,42.58
"Kauffman Stadium",2024,13005,145,37903,34.31
"Kauffman Stadium",2022,13543,226,37903,35.73
"Kauffman Stadium",2024,23118,184,37903,60.99
"Kauffman Stadium",2022,14451,188,37903,38.13
"Kauffman Stadium",2022,9595,190,37903,25.31
"Kauffman Stadium",2023,15632,114,37903,41.24
"Kauffman Stadium",2021,9042,174,37903,23.86
"Kauffman Stadium",2023,11514,204,37903,30.38
"Kauffman Stadium",2023,11978,167,37903,31.6
"Kauffman Stadium",2022,18350,223,37903,48.41
"Kauffman Stadium",2021,19696,174,37903,51.96
"Kauffman Stadium",2021,24568,179,37903,64.82
"Kauffman Stadium",2023,13128,151,37903,34.64
"Kauffman Stadium",2021,13626,186,37903,35.95
"Kauffman Stadium",2022,11391,138,37903,30.05
"Kauffman Stadium",2021,10333,208,37903,27.26
"Kauffman Stadium",2024,22430,158,37903,59.18
"Kauffman Stadium",2021,5997,219,37903,15.82
"Kauffman Stadium",2022,22232,179,37903,58.65
"Kauffman Stadium",2021,12604,189,37903,33.25
"Kauffman Stadium",2023,12187,141,37903,32.15
"Kauffman Stadium",2024,21825,159,37903,57.58
"Kauffman Stadium",2021,11056,242,37903,29.17
"Kauffman Stadium",2023,18374,166,37903,48.48
"Kauffman Stadium",2022,15463,199,37903,40.8
"Kauffman Stadium",2023,15470,160,37903,40.81
"Kauffman Stadium",2023,15465,177,37903,40.8
"Kauffman Stadium",2023,21004,164,37903,55.42
"Kauffman Stadium",2024,27691,154,37903,73.06
"Kauffman Stadium",2021,8869,173,37903,23.4
"Kauffman Stadium",2021,15895,184,37903,41.94
"Kauffman Stadium",2022,12774,182,37903,33.7
"Kauffman Stadium",2021,11670,204,37903,30.79
"Kauffman Stadium",2024,28358,205,37903,74.82
"Kauffman Stadium",2022,25237,205,37903,66.58
"Kauffman Stadium",2023,15718,146,37903,41.47
"Kauffman Stadium",2023,17903,132,37903,47.23
"Kauffman Stadium",2021,14491,212,37903,38.23
"Kauffman Stadium",2021,8950,141,37903,23.61
"Kauffman Stadium",2024,21086,173,37903,55.63
"Kauffman Stadium",2021,8950,190,37903,23.61
"Kauffman Stadium",2022,15540,163,37903,41
"Kauffman Stadium",2024,24585,147,37903,64.86
"Kauffman Stadium",2023,18319,155,37903,48.33
"Kauffman Stadium",2021,16133,177,37903,42.56
"Kauffman Stadium",2022,13394,192,37903,35.34
"Kauffman Stadium",2024,25266,156,37903,66.66
"Kauffman Stadium",2021,14904,215,37903,39.32
"Kauffman Stadium",2023,24385,151,37903,64.34
"Kauffman Stadium",2023,10646,159,37903,28.09
"Kauffman Stadium",2024,27002,164,37903,71.24
"Kauffman Stadium",2021,5053,193,37903,13.33
"Kauffman Stadium",2024,16310,178,37903,43.03
"Kauffman Stadium",2022,12776,210,37903,33.71
"Kauffman Stadium",2021,11210,166,37903,29.58
"Kauffman Stadium",2024,13009,124,37903,34.32
"Kauffman Stadium",2023,11878,184,37903,31.34
"Kauffman Stadium",2023,9736,150,37903,25.69
"Kauffman Stadium",2024,14132,140,37903,37.28
"Kauffman Stadium",2023,19834,161,37903,52.33
"Kauffman Stadium",2024,10592,140,37903,27.95
"Kauffman Stadium",2023,15966,191,37903,42.12
"Kauffman Stadium",2022,22516,168,37903,59.4
"Kauffman Stadium",2023,19130,172,37903,50.47
"Kauffman Stadium",2023,15254,180,37903,40.24
"Kauffman Stadium",2024,25690,144,37903,67.78
"Kauffman Stadium",2023,10810,157,37903,28.52
"Kauffman Stadium",2024,10280,161,37903,27.12
"Kauffman Stadium",2021,15947,169,37903,42.07
"Kauffman Stadium",2021,10228,186,37903,26.98
"Kauffman Stadium",2021,15540,170,37903,41
"Kauffman Stadium",2024,26477,128,37903,69.85
"Kauffman Stadium",2022,12580,152,37903,33.19
