"Stadium_Name","Year","Spectator_Count","Game_Length"
"PNC Park",2024,31459,134
"Petco Park",2024,44845,155
"Busch Stadium III",2024,45071,173
"Nationals Park",2024,30791,141
"Angel Stadium of Anaheim",2024,35861,142
"Fenway Park",2024,34822,161
"Guaranteed Rate Field;U.S. Cellular Field",2024,22283,171
"Comerica Park",2024,35321,124
"Target Field",2024,30957,156
"Oakland-Alameda County Coliseum",2024,10617,144
"Tropicana Field",2024,20309,197
"Chase Field",2024,25723,157
"Great American Ballpark",2024,35619,147
"Coors Field",2024,47442,142
"Citi Field",2024,41016,137
"PNC Park",2024,27416,154
"Petco Park",2024,45731,176
"Busch Stadium III",2024,40892,156
"Nationals Park",2024,25935,155
"Angel Stadium of Anaheim",2024,38741,153
"Fenway Park",2024,34078,133
"Guaranteed Rate Field;U.S. Cellular Field",2024,14992,151
"Comerica Park",2024,27627,199
"Target Field",2024,27917,175
"Oakland-Alameda County Coliseum",2024,10927,140
"Tropicana Field",2024,20789,150
"Truist Park",2024,38858,159
"Great American Ballpark",2024,24797,135
"Coors Field",2024,35122,162
"Miller Park",2024,41882,137
"Petco Park",2024,38745,154
"Oracle Park",2024,40598,164
"Oriole Park at Camden Yards",2024,40951,151
"Guaranteed Rate Field;U.S. Cellular Field",2024,14993,160
"Target Field",2024,17508,144
"Safeco Field",2024,23814,150
"Truist Park",2024,37598,124
"Great American Ballpark",2024,19471,157
"Coors Field",2024,21009,175
"Miller Park",2024,24076,189
"Citi Field",2024,0,162
"Citi Field",2024,36021,138
"Petco Park",2024,41032,121
"Oracle Park",2024,34655,152
"Angel Stadium of Anaheim",2024,34894,145
"Oriole Park at Camden Yards",2024,17970,164
"Guaranteed Rate Field;U.S. Cellular Field",2024,11852,168
"Target Field",2024,15174,157
"Safeco Field",2024,17701,136
"Tropicana Field",2024,13889,151
"Globe Life Field in Arlington",2024,37977,131
"Truist Park",2024,33654,172
"Great American Ballpark",2024,18713,178
"Coors Field",2024,21374,149
"Miller Park",2024,26695,152
"Citi Field",2024,23890,200
"Petco Park",2024,32227,168
"Oracle Park",2024,31763,158
"Angel Stadium of Anaheim",2024,34313,143
"Oriole Park at Camden Yards",2024,18857,146
"Guaranteed Rate Field;U.S. Cellular Field",2024,11599,151
"Comerica Park",2024,0,136
"Comerica Park",2024,23408,155
"Target Field",2024,18130,146
"Safeco Field",2024,25437,160
"Tropicana Field",2024,13167,175
"Globe Life Field in Arlington",2024,34023,162
"Truist Park",2024,37784,155
"Miller Park",2024,33219,153
"Citi Field",2024,20926,163
"Angel Stadium of Anaheim",2024,36312,161
"Fenway Park",2024,31077,155
"Target Field",2024,22542,150
"Safeco Field",2024,25527,143
"Tropicana Field",2024,15264,192
"Truist Park",2024,40204,127
"Wrigley Field",2024,36281,185
"Dodger Stadium",2024,47542,140
"Marlins Park",2024,11687,139
"Miller Park",2024,30931,182
"Citi Field",2024,33884,171
"Citizens Bank Park",2024,44742,134
"Oracle Park",2024,35018,144
"Oriole Park at Camden Yards",2024,27364,175
"Fenway Park",2024,31231,151
"Progressive Field",2024,35526,141
"Minute Maid Park",2024,36903,159
"Kauffman Stadium",2024,30006,181
"Safeco Field",2024,40001,152
"Rogers Centre",2024,33356,226
"Truist Park",2024,41181,173
"Wrigley Field",2024,36430,166
"Dodger Stadium",2024,50182,161
"Marlins Park",2024,21388,161
"Miller Park",2024,36017,165
"Citi Field",2024,30600,173
"Citizens Bank Park",2024,44668,148
"Oracle Park",2024,34487,142
"Oriole Park at Camden Yards",2024,36958,167
"Fenway Park",2024,33806,143
"Progressive Field",2024,36725,146
"Minute Maid Park",2024,33855,139
"Kauffman Stadium",2024,25266,156
"Safeco Field",2024,39932,167
"Rogers Centre",2024,36484,148
"Truist Park",2024,37853,148
"Wrigley Field",2024,38129,144
"Dodger Stadium",2024,48251,149
"Marlins Park",2024,13351,144
"Miller Park",2024,30442,149
"Citi Field",2024,31059,160
"Citizens Bank Park",2024,41190,184
"Oracle Park",2024,39485,175
"Oriole Park at Camden Yards",2024,32463,164
"Fenway Park",2024,34662,181
"Progressive Field",2024,25521,138
"Minute Maid Park",2024,34242,169
"Kauffman Stadium",2024,21825,159
"Safeco Field",2024,35990,159
"Rogers Centre",2024,34887,177
"Chase Field",2024,21551,132
"Coors Field",2024,25140,150
"Citizens Bank Park",2024,43553,130
"Nationals Park",2024,20575,198
"Angel Stadium of Anaheim",2024,32683,137
"Minute Maid Park",2024,33638,176
"Globe Life Field in Arlington",2024,28620,133
"Rogers Centre",2024,23842,150
"Chase Field",2024,23548,179
"Wrigley Field",2024,38397,148
"Coors Field",2024,25315,142
"Marlins Park",2024,9234,168
"Citizens Bank Park",2024,40632,178
"PNC Park",2024,24168,141
"Nationals Park",2024,21570,154
"Angel Stadium of Anaheim",2024,33947,149
"Fenway Park",2024,34628,136
"Progressive Field",2024,23260,142
"Minute Maid Park",2024,33468,181
"Yankee Stadium II",2024,37139,142
"Oakland-Alameda County Coliseum",2024,5624,168
"Globe Life Field in Arlington",2024,35095,148
"Rogers Centre",2024,28816,159
"Chase Field",2024,24178,210
"Wrigley Field",2024,40073,175
"Coors Field",2024,27022,192
"Marlins Park",2024,8778,140
"Citizens Bank Park",2024,38910,134
"PNC Park",2024,29716,165
"Nationals Park",2024,18775,126
"Angel Stadium of Anaheim",2024,31960,138
"Fenway Park",2024,33760,142
"Minute Maid Park",2024,32047,120
"Yankee Stadium II",2024,43202,156
"Oakland-Alameda County Coliseum",2024,9735,134
"Globe Life Field in Arlington",2024,29748,163
"Rogers Centre",2024,27929,152
"Great American Ballpark",2024,25601,153
"PNC Park",2024,22752,188
"Petco Park",2024,39963,171
"Busch Stadium III",2024,33332,179
"Nationals Park",2024,27690,127
"Guaranteed Rate Field;U.S. Cellular Field",2024,15568,159
"Progressive Field",2024,26344,179
"Yankee Stadium II",2024,41380,188
"Oakland-Alameda County Coliseum",2024,6571,155
"Rogers Centre",2024,39215,146
"Great American Ballpark",2024,37501,130
"Marlins Park",2024,10718,134
"PNC Park",2024,19552,137
"Petco Park",2024,40341,179
"Busch Stadium III",2024,35229,179
"Nationals Park",2024,39235,130
"Angel Stadium of Anaheim",2024,36534,139
"Guaranteed Rate Field;U.S. Cellular Field",2024,19684,152
"Comerica Park",2024,24512,142
"Kauffman Stadium",2024,25178,173
"Yankee Stadium II",2024,48048,201
"Oakland-Alameda County Coliseum",2024,16046,127
"Tropicana Field",2024,17882,155
"Globe Life Field in Arlington",2024,35868,157
"Great American Ballpark",2024,40274,152
"Marlins Park",2024,15669,161
"London Stadium",2024,53882,172
"PNC Park",2024,29700,152
"Petco Park",2024,42636,169
"Busch Stadium III",2024,34577,151
"Nationals Park",2024,33998,149
"Angel Stadium of Anaheim",2024,38217,168
"Guaranteed Rate Field;U.S. Cellular Field",2024,26248,171
"Comerica Park",2024,32333,183
"Kauffman Stadium",2024,18351,142
"Yankee Stadium II",2024,48374,197
"Oakland-Alameda County Coliseum",2024,9285,147
"Tropicana Field",2024,20485,168
"Globe Life Field in Arlington",2024,34843,153
"Great American Ballpark",2024,32737,169
"Marlins Park",2024,12850,147
"London Stadium",2024,55074,207
"PNC Park",2024,24463,204
"Petco Park",2024,41979,181
"Busch Stadium III",2024,40219,135
"Nationals Park",2024,34282,158
"Angel Stadium of Anaheim",2024,42703,193
"Guaranteed Rate Field;U.S. Cellular Field",2024,21055,202
"Comerica Park",2024,24077,146
"Kauffman Stadium",2024,20926,185
"Yankee Stadium II",2024,48023,164
"Oakland-Alameda County Coliseum",2024,11276,152
"Tropicana Field",2024,20386,174
"Globe Life Field in Arlington",2024,34912,136
"Miller Park",2024,24381,133
"Petco Park",2024,38822,172
"Oracle Park",2024,32820,166
"Kauffman Stadium",2024,24038,142
"Target Field",2024,19901,129
"Safeco Field",2024,23027,161
"Tropicana Field",2024,14686,148
"Chase Field",2024,20972,197
"Great American Ballpark",2024,34103,178
"Dodger Stadium",2024,51416,160
"Miller Park",2024,25253,157
"Citi Field",2024,22070,170
"Petco Park",2024,41945,160
"Oracle Park",2024,32853,136
"Busch Stadium III",2024,34278,148
"Oriole Park at Camden Yards",2024,24048,147
"Fenway Park",2024,35004,145
"Comerica Park",2024,18368,171
"Kauffman Stadium",2024,22437,158
"Target Field",2024,21998,155
"Safeco Field",2024,20005,152
"Tropicana Field",2024,15192,158
"Chase Field",2024,19691,162
"Great American Ballpark",2024,42427,155
"Dodger Stadium",2024,48930,171
"Miller Park",2024,30444,157
"Citi Field",2024,19803,165
"Petco Park",2024,35688,163
"Oracle Park",2024,34506,127
"Busch Stadium III",2024,36608,132
"Oriole Park at Camden Yards",2024,24122,139
"Fenway Park",2024,33236,184
"Comerica Park",2024,20645,170
"Kauffman Stadium",2024,25132,166
"Target Field",2024,18875,188
"Safeco Field",2024,23312,153
"Tropicana Field",2024,16927,161
"Chase Field",2024,18185,156
"Dodger Stadium",2024,50134,151
"Citi Field",2024,22485,145
"Busch Stadium III",2024,33398,151
"Oriole Park at Camden Yards",2024,33700,163
"Fenway Park",2024,34007,163
"Comerica Park",2024,21925,154
"Kauffman Stadium",2024,21875,153
"Target Field",2024,23229,143
"Safeco Field",2024,25567,148
"Tropicana Field",2024,19679,137
"Chase Field",2024,23700,139
"Truist Park",2024,41046,156
"Wrigley Field",2024,40160,148
"Coors Field",2024,31717,154
"Dodger Stadium",2024,49580,121
"Miller Park",2024,32810,167
"Citi Field",2024,22850,152
"Oracle Park",2024,32842,176
"Nationals Park",2024,23303,142
"Oriole Park at Camden Yards",2024,43987,179
"Fenway Park",2024,35024,182
"Minute Maid Park",2024,36902,125
"Target Field",2024,35631,172
"Safeco Field",2024,41814,145
"Rogers Centre",2024,36790,142
"Chase Field",2024,38494,177
"Truist Park",2024,40480,158
"Wrigley Field",2024,40088,150
"Coors Field",2024,40033,163
"Dodger Stadium",2024,50423,152
"Miller Park",2024,38419,131
"Citi Field",2024,37031,154
"Oracle Park",2024,36235,157
"Nationals Park",2024,25637,128
"Oriole Park at Camden Yards",2024,44555,143
"Fenway Park",2024,36673,188
"Minute Maid Park",2024,37675,181
"Safeco Field",2024,43448,166
"Rogers Centre",2024,39318,143
"Chase Field",2024,37694,169
"Truist Park",2024,40211,152
"Wrigley Field",2024,39118,168
"Coors Field",2024,40422,165
"Dodger Stadium",2024,52789,125
"Miller Park",2024,41676,160
"Citi Field",2024,31454,191
"Oracle Park",2024,41008,168
"Nationals Park",2024,27003,143
"Oriole Park at Camden Yards",2024,44525,170
"Fenway Park",2024,36718,186
"Minute Maid Park",2024,39199,130
"Target Field",2024,33835,163
"Target Field",2024,20787,161
"Safeco Field",2024,45584,138
"Rogers Centre",2024,40043,168
"Truist Park",2024,38273,140
"Wrigley Field",2024,36048,186
"Coors Field",2024,32021,164
"Marlins Park",2024,9468,208
"Citizens Bank Park",2024,43134,151
"PNC Park",2024,19951,144
"Angel Stadium of Anaheim",2024,26575,147
"Globe Life Field in Arlington",2024,32590,173
"Rogers Centre",2024,29907,163
"Truist Park",2024,37561,139
"Wrigley Field",2024,36297,130
"Coors Field",2024,33791,175
"Marlins Park",2024,8850,175
"Citizens Bank Park",2024,43021,171
"PNC Park",2024,16880,126
"Nationals Park",2024,28230,139
"Angel Stadium of Anaheim",2024,27967,167
"Guaranteed Rate Field;U.S. Cellular Field",2024,16763,122
"Progressive Field",2024,25453,195
"Target Field",2024,17342,165
"Yankee Stadium II",2024,47429,173
"Oakland-Alameda County Coliseum",2024,7013,151
"Globe Life Field in Arlington",2024,36274,164
"Rogers Centre",2024,38595,176
"Truist Park",2024,36055,147
"Wrigley Field",2024,37673,165
"Coors Field",2024,37503,150
"Marlins Park",2024,11830,155
"Citizens Bank Park",2024,44445,157
"PNC Park",2024,21527,128
"Nationals Park",2024,20853,135
"Angel Stadium of Anaheim",2024,28483,142
"Guaranteed Rate Field;U.S. Cellular Field",2024,14124,140
"Progressive Field",2024,26107,139
"Target Field",2024,20712,192
"Yankee Stadium II",2024,47155,220
"Oakland-Alameda County Coliseum",2024,4557,155
"Globe Life Field in Arlington",2024,36095,147
"Rogers Centre",2024,38906,174
"Coors Field",2024,40236,154
"Petco Park",2024,42644,181
"Rickwood Field ",2024,8332,173
"Nationals Park",2024,21158,137
"Guaranteed Rate Field;U.S. Cellular Field",2024,14435,170
"Progressive Field",2024,24470,146
"Target Field",2024,24863,196
"Yankee Stadium II",2024,45456,180
"Oakland-Alameda County Coliseum",2024,8753,143
"Wrigley Field",2024,37037,183
"Great American Ballpark",2024,37146,150
"Coors Field",2024,31935,179
"Dodger Stadium",2024,51841,160
"Marlins Park",2024,11794,149
"Citizens Bank Park",2024,44436,177
"PNC Park",2024,26600,165
"Petco Park",2024,41282,191
"Progressive Field",2024,35868,153
"Comerica Park",2024,24938,126
"Minute Maid Park",2024,38596,206
"Yankee Stadium II",2024,45226,177
"Oakland-Alameda County Coliseum",2024,9158,140
"Globe Life Field in Arlington",2024,37678,158
"Wrigley Field",2024,39319,150
"Great American Ballpark",2024,31803,173
"Coors Field",2024,34509,169
"Dodger Stadium",2024,53273,130
"Marlins Park",2024,13217,144
"Citizens Bank Park",2024,44288,143
"PNC Park",2024,33040,127
"Petco Park",2024,39658,160
"Busch Stadium III",2024,41815,148
"Progressive Field",2024,37133,142
"Comerica Park",2024,29269,163
"Minute Maid Park",2024,37107,128
"Yankee Stadium II",2024,45056,156
"Oakland-Alameda County Coliseum",2024,9299,150
"Globe Life Field in Arlington",2024,38301,137
"Wrigley Field",2024,39417,190
"Great American Ballpark",2024,29199,173
"Coors Field",2024,30407,136
"Marlins Park",2024,13540,153
"Citizens Bank Park",2024,44079,156
"PNC Park",2024,29026,142
"Petco Park",2024,42048,152
"Busch Stadium III",2024,37492,135
"Progressive Field",2024,27479,181
"Comerica Park",2024,22975,165
"Minute Maid Park",2024,37014,147
"Yankee Stadium II",2024,46683,134
"Oakland-Alameda County Coliseum",2024,18491,131
"Globe Life Field in Arlington",2024,35762,125
"Great American Ballpark",2024,20077,169
"Miller Park",2024,27924,178
"Petco Park",2024,39164,179
"Oracle Park",2024,30701,162
"Busch Stadium III",2024,36005,144
"Angel Stadium of Anaheim",2024,24586,143
"Oriole Park at Camden Yards",2024,20309,159
"Fenway Park",2024,35856,157
"Guaranteed Rate Field;U.S. Cellular Field",2024,25070,148
"Comerica Park",2024,20108,175
"Kauffman Stadium",2024,16817,132
"Tropicana Field",2024,14482,180
"Chase Field",2024,21485,129
"Great American Ballpark",2024,25562,165
"Miller Park",2024,30892,135
"Citi Field",2024,42824,185
"Petco Park",2024,40825,166
"Oracle Park",2024,30368,146
"Angel Stadium of Anaheim",2024,26473,167
"Oriole Park at Camden Yards",2024,18574,167
"Fenway Park",2024,34546,165
"Guaranteed Rate Field;U.S. Cellular Field",2024,23662,169
"Comerica Park",2024,24345,124
"Minute Maid Park",2024,35976,148
"Kauffman Stadium",2024,16119,143
"Tropicana Field",2024,14034,162
"Chase Field",2024,16396,157
"Great American Ballpark",2024,22450,138
"Miller Park",2024,36552,163
"Citi Field",2024,43004,185
"Petco Park",2024,37397,148
"Oracle Park",2024,30893,145
"Busch Stadium III",2024,33997,169
"Busch Stadium III",2024,33921,135
"Angel Stadium of Anaheim",2024,31240,157
"Oriole Park at Camden Yards",2024,17965,139
"Fenway Park",2024,34756,156
"Guaranteed Rate Field;U.S. Cellular Field",2024,36225,122
"Comerica Park",2024,22530,150
"Minute Maid Park",2024,33603,151
"Kauffman Stadium",2024,14132,140
"Tropicana Field",2024,18286,170
"Chase Field",2024,22671,176
"Citizens Bank Park",2024,43507,170
"Oracle Park",2024,31535,171
"Busch Stadium III",2024,32787,165
"Angel Stadium of Anaheim",2024,27340,125
"Oriole Park at Camden Yards",2024,29479,148
"Guaranteed Rate Field;U.S. Cellular Field",2024,12656,134
"Kauffman Stadium",2024,23340,131
"Rogers Centre",2024,36423,152
"Chase Field",2024,25846,177
"Truist Park",2024,42155,159
"Miller Park",2024,39298,144
"Citi Field",2024,32465,186
"Citizens Bank Park",2024,44252,135
"Oracle Park",2024,40052,135
"Busch Stadium III",2024,40220,156
"Angel Stadium of Anaheim",2024,34381,136
"Oriole Park at Camden Yards",2024,27666,149
"Fenway Park",2024,33540,169
"Guaranteed Rate Field;U.S. Cellular Field",2024,24422,138
"Kauffman Stadium",2024,20691,162
"Safeco Field",2024,44924,158
"Tropicana Field",2024,14959,153
"Rogers Centre",2024,34791,188
"Chase Field",2024,39843,133
"Truist Park",2024,40864,178
"Miller Park",2024,42238,153
"Citi Field",2024,32348,203
"Citizens Bank Park",2024,44117,159
"Oracle Park",2024,39663,225
"Busch Stadium III",2024,39164,183
"Angel Stadium of Anaheim",2024,39559,170
"Oriole Park at Camden Yards",2024,44286,173
"Fenway Park",2024,33003,155
"Guaranteed Rate Field;U.S. Cellular Field",2024,21490,156
"Kauffman Stadium",2024,24153,157
"Safeco Field",2024,35551,168
"Tropicana Field",2024,17501,154
"Rogers Centre",2024,37448,171
"Chase Field",2024,26413,141
"Truist Park",2024,36679,151
"Miller Park",2024,42658,141
"Citi Field",2024,26853,181
"Citizens Bank Park",2024,43222,179
"Oracle Park",2024,40428,147
"Busch Stadium III",2024,40951,137
"Angel Stadium of Anaheim",2024,35061,162
"Oriole Park at Camden Yards",2024,23439,167
"Fenway Park",2024,30665,148
"Guaranteed Rate Field;U.S. Cellular Field",2024,19334,205
"Kauffman Stadium",2024,27691,154
"Safeco Field",2024,33367,168
"Tropicana Field",2024,18259,140
"Rogers Centre",2024,38534,174
"Coors Field",2024,26204,168
"Nationals Park",2024,26719,199
"Rogers Centre",2024,39265,136
"Truist Park",2024,34047,165
"Wrigley Field",2024,38670,147
"Coors Field",2024,25669,202
"Dodger Stadium",2024,52931,164
"Marlins Park",2024,14676,150
"PNC Park",2024,17701,154
"Nationals Park",2024,19844,166
"Progressive Field",2024,25654,145
"Kauffman Stadium",2024,16865,147
"Target Field",2024,19609,141
"Yankee Stadium II",2024,41219,163
"Oakland-Alameda County Coliseum",2024,5447,160
"Safeco Field",2024,36173,159
"Globe Life Field in Arlington",2024,33965,140
"Rogers Centre",2024,26308,144
"Truist Park",2024,38834,147
"Wrigley Field",2024,36692,163
"Coors Field",2024,34177,153
"Dodger Stadium",2024,47965,203
"Marlins Park",2024,20285,170
"PNC Park",2024,20237,168
"Nationals Park",2024,32391,160
"Progressive Field",2024,37151,155
"Kauffman Stadium",2024,23268,163
"Target Field",2024,25053,142
"Yankee Stadium II",2024,47646,157
"Oakland-Alameda County Coliseum",2024,14837,134
"Safeco Field",2024,37998,146
"Globe Life Field in Arlington",2024,37859,187
"Rogers Centre",2024,28570,168
"Truist Park",2024,40672,144
"Wrigley Field",2024,40143,143
"Coors Field",2024,48705,155
"Dodger Stadium",2024,52320,168
"Marlins Park",2024,20539,216
"PNC Park",2024,20990,172
"Nationals Park",2024,34394,118
"Progressive Field",2024,29404,165
"Kauffman Stadium",2024,28358,205
"Target Field",2024,20893,137
"Yankee Stadium II",2024,43154,176
"Oakland-Alameda County Coliseum",2024,11956,158
"Safeco Field",2024,32347,161
"Globe Life Field in Arlington",2024,38607,148
"Rogers Centre",2024,38234,157
"Truist Park",2024,40942,181
"Wrigley Field",2024,36948,127
"Great American Ballpark",2024,40663,164
